dataset,image,question_index,question_type,question_text,correct_answer,model_answer,is_correct,raw_output
VisA,VisA/pcb4/test/good/0631.JPG,5,Object Analysis,What is the purpose of the PCB?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0648.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0648.JPG,2,Object Classification,What kind of product is in the image?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0648.JPG,3,Object Structure,What are the main subcomponents of the PCB?,A,C,False,Answer: C.
VisA,VisA/pcb4/test/good/0648.JPG,4,Object Details,What is the characteristic of the USB connector on the PCB?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0648.JPG,5,Object Analysis,What is the purpose of the PCB?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0654.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0654.JPG,2,Object Classification,What kind of product is in the image?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0654.JPG,3,Object Structure,What are the main subcomponents of the object?,A,C,False,Answer: C.
VisA,VisA/pcb4/test/good/0654.JPG,4,Object Details,What is the relative position of the micro-USB connector port on the circuit board?,A,C,False,Answer: C.
VisA,VisA/pcb4/test/good/0654.JPG,5,Object Analysis,What is the purpose or function of this electronic circuit board?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0657.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,B. No.
VisA,VisA/pcb4/test/good/0657.JPG,2,Object Classification,What kind of product is in the image?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0657.JPG,3,Object Structure,What are the main subcomponents of the printed circuit board?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0657.JPG,4,Object Details,What is the relative position of the micro USB connector on the board?,B,A,False,Answer: A.
VisA,VisA/pcb4/test/good/0657.JPG,5,Object Analysis,What is the purpose of the printed circuit board in the image?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0659.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0659.JPG,2,Object Classification,What kind of product is in the image?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0659.JPG,3,Object Structure,What are the main components on the circuit board?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0659.JPG,4,Object Details,Where is the USB port located on the circuit board?,A,B,False,Answer: B.
VisA,VisA/pcb4/test/good/0659.JPG,5,Object Analysis,What is the likely purpose or function of this circuit board?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0674.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0674.JPG,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0674.JPG,3,Object Structure,What are the main subcomponents of the PCB?,D,B,False,Answer: B.
VisA,VisA/pcb4/test/good/0674.JPG,4,Object Details,What is the characteristic of the USB connector on the PCB?,D,B,False,Answer: B.
VisA,VisA/pcb4/test/good/0674.JPG,5,Object Analysis,What is the purpose of the PCB?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0684.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0684.JPG,2,Object Classification,What kind of product is in the image?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0684.JPG,3,Object Structure,What are the main subcomponents of the object?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0684.JPG,4,Object Details,What is the relative position of the micro-USB connector port on the circuit board?,C,A,False,Answer: A.
VisA,VisA/pcb4/test/good/0684.JPG,5,Object Analysis,What is the purpose or function of this electronic circuit board?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0685.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,B. No.
VisA,VisA/pcb4/test/good/0685.JPG,2,Object Classification,What kind of product is in the image?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0685.JPG,3,Object Structure,What are the main subcomponents of the PCB?,D,C,False,Answer: C.
VisA,VisA/pcb4/test/good/0685.JPG,4,Object Details,What is the characteristic of the USB connector on the PCB?,D,C,False,Answer: C.
VisA,VisA/pcb4/test/good/0685.JPG,5,Object Analysis,What is the purpose of the PCB?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0688.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0688.JPG,2,Object Classification,What kind of product is in the image?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0688.JPG,3,Object Structure,What are the main components on the circuit board?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0688.JPG,4,Object Details,Where is the USB port located on the circuit board?,C,D,False,Answer: D.
VisA,VisA/pcb4/test/good/0688.JPG,5,Object Analysis,What is the likely purpose or function of this circuit board?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0690.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0690.JPG,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0690.JPG,3,Object Structure,What are the main subcomponents of the PCB?,A,C,False,Answer: C.
VisA,VisA/pcb4/test/good/0690.JPG,4,Object Details,What is the characteristic of the USB connector on the PCB?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0690.JPG,5,Object Analysis,What is the purpose of the PCB?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0694.JPG,1,Anomaly Detection,Is there any defect in the object?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0694.JPG,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0694.JPG,3,Object Structure,What are the main components on the circuit board?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0694.JPG,4,Object Details,Where is the micro USB port located on the circuit board?,B,C,False,Answer: C.
VisA,VisA/pcb4/test/good/0694.JPG,5,Object Analysis,What is the purpose of this circuit board?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0705.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0705.JPG,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0705.JPG,3,Object Structure,What are the main subcomponents of the object?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0705.JPG,4,Object Details,What is the relative position of the USB connector on the board?,D,A,False,Answer: A.
VisA,VisA/pcb4/test/good/0705.JPG,5,Object Analysis,What is the likely purpose or function of this electronic module?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0725.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,B. No.
VisA,VisA/pcb4/test/good/0725.JPG,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0725.JPG,3,Object Structure,What are the main subcomponents of the object?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0725.JPG,4,Object Details,What is the relative position of the micro-USB connector port on the circuit board?,A,C,False,Answer: C.
VisA,VisA/pcb4/test/good/0725.JPG,5,Object Analysis,What is the purpose or function of this electronic circuit board?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0730.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0730.JPG,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0730.JPG,3,Object Structure,What are the main subcomponents of the object?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0730.JPG,4,Object Details,What is the relative position of the micro-USB connector port on the circuit board?,C,D,False,Answer: D.
VisA,VisA/pcb4/test/good/0730.JPG,5,Object Analysis,What is the purpose or function of this electronic circuit board?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0735.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0735.JPG,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0735.JPG,3,Object Structure,What are the main subcomponents of the object?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0735.JPG,4,Object Details,What is the relative position of the micro-USB connector port on the circuit board?,D,C,False,Answer: C.
VisA,VisA/pcb4/test/good/0735.JPG,5,Object Analysis,What is the purpose or function of this electronic circuit board?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0739.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,B. No.
VisA,VisA/pcb4/test/good/0739.JPG,2,Object Classification,What kind of product is in the image?,D,A,False,Answer: A.
VisA,VisA/pcb4/test/good/0739.JPG,3,Object Structure,What are the main subcomponents of the object?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0739.JPG,4,Object Details,What is the relative position of the micro-USB connector port on the circuit board?,B,D,False,Answer: D.
VisA,VisA/pcb4/test/good/0739.JPG,5,Object Analysis,What is the purpose or function of this electronic circuit board?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0751.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0751.JPG,2,Object Classification,What kind of product is in the image?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0751.JPG,3,Object Structure,What are the main subcomponents of the object?,A,C,False,Answer: C.
VisA,VisA/pcb4/test/good/0751.JPG,4,Object Details,What is the relative position of the micro-USB connector port on the circuit board?,A,D,False,Answer: D.
VisA,VisA/pcb4/test/good/0751.JPG,5,Object Analysis,What is the purpose or function of this electronic circuit board?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0755.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0755.JPG,2,Object Classification,What kind of product is in the image?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0755.JPG,3,Object Structure,What are the main subcomponents of the object?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0755.JPG,4,Object Details,What is the relative position of the micro-USB connector port on the circuit board?,D,C,False,Answer: C.
VisA,VisA/pcb4/test/good/0755.JPG,5,Object Analysis,What is the purpose or function of this electronic circuit board?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0764.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0764.JPG,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0764.JPG,3,Object Structure,What are the main subcomponents of the PCB?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0764.JPG,4,Object Details,What is the characteristic of the USB connector on the PCB?,C,B,False,Answer: B.
VisA,VisA/pcb4/test/good/0764.JPG,5,Object Analysis,What is the purpose of the PCB?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0768.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,B. No.
VisA,VisA/pcb4/test/good/0768.JPG,2,Object Classification,What kind of product is in the image?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0768.JPG,3,Object Structure,What are the main subcomponents of the object?,B,C,False,Answer: C.
VisA,VisA/pcb4/test/good/0768.JPG,4,Object Details,What is the relative position of the micro-USB connector port on the circuit board?,A,D,False,Answer: D.
VisA,VisA/pcb4/test/good/0768.JPG,5,Object Analysis,What is the purpose or function of this electronic circuit board?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0779.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0779.JPG,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0779.JPG,3,Object Structure,What are the main subcomponents of the object?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0779.JPG,4,Object Details,What is the relative position of the micro-USB connector port on the circuit board?,B,D,False,Answer: D.
VisA,VisA/pcb4/test/good/0779.JPG,5,Object Analysis,What is the purpose or function of this electronic circuit board?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0784.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0784.JPG,2,Object Classification,What kind of product is in the image?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0784.JPG,3,Object Structure,What are the main components on the circuit board?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0784.JPG,4,Object Details,Where is the USB port located on the circuit board?,A,C,False,Answer: C.
VisA,VisA/pcb4/test/good/0784.JPG,5,Object Analysis,What is the likely purpose or function of this circuit board?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0796.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0796.JPG,2,Object Classification,What kind of product is in the image?,C,A,False,Answer: A.
VisA,VisA/pcb4/test/good/0796.JPG,3,Object Structure,What are the main components on the circuit board?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0796.JPG,4,Object Details,Where is the USB port located on the circuit board?,C,B,False,Answer: B.
VisA,VisA/pcb4/test/good/0796.JPG,5,Object Analysis,What is the likely purpose or function of this circuit board?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0797.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0797.JPG,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0797.JPG,3,Object Structure,What are the main components on the circuit board?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0797.JPG,4,Object Details,Where is the USB port located on the circuit board?,A,C,False,Answer: C.
VisA,VisA/pcb4/test/good/0797.JPG,5,Object Analysis,What is the likely purpose or function of this circuit board?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0800.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,B. No.
VisA,VisA/pcb4/test/good/0800.JPG,2,Object Classification,What kind of product is in the image?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0800.JPG,3,Object Structure,What are the main subcomponents of the object?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0800.JPG,4,Object Details,What is the relative position of the micro-USB connector port on the circuit board?,D,A,False,Answer: A.
VisA,VisA/pcb4/test/good/0800.JPG,5,Object Analysis,What is the purpose or function of this electronic circuit board?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0804.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0804.JPG,2,Object Classification,What kind of product is in the image?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0804.JPG,3,Object Structure,What are the main subcomponents of the object?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0804.JPG,4,Object Details,What is the relative position of the micro-USB connector port on the circuit board?,A,B,False,Answer: B.
VisA,VisA/pcb4/test/good/0804.JPG,5,Object Analysis,What is the purpose or function of this electronic circuit board?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0811.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0811.JPG,2,Object Classification,What kind of product is in the image?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0811.JPG,3,Object Structure,What are the main subcomponents of the PCB?,C,D,False,Answer: D.
VisA,VisA/pcb4/test/good/0811.JPG,4,Object Details,What is the characteristic of the USB connector on the PCB?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0811.JPG,5,Object Analysis,What is the purpose of the PCB?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0844.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,B. No.
VisA,VisA/pcb4/test/good/0844.JPG,2,Object Classification,What kind of product is in the image?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0844.JPG,3,Object Structure,What are the main subcomponents of the object?,B,C,False,Answer: C.
VisA,VisA/pcb4/test/good/0844.JPG,4,Object Details,What is the relative position of the micro-USB connector port on the circuit board?,C,A,False,Answer: A.
VisA,VisA/pcb4/test/good/0844.JPG,5,Object Analysis,What is the purpose or function of this electronic circuit board?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0869.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,B. No.
VisA,VisA/pcb4/test/good/0869.JPG,2,Object Classification,What kind of product is in the image?,C,A,False,Answer: A.
VisA,VisA/pcb4/test/good/0869.JPG,3,Object Structure,What are the main subcomponents of the object?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0869.JPG,4,Object Details,What is the relative position of the micro-USB connector port on the circuit board?,A,D,False,Answer: D.
VisA,VisA/pcb4/test/good/0869.JPG,5,Object Analysis,What is the purpose or function of this electronic circuit board?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0871.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0871.JPG,2,Object Classification,What kind of product is in the image?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0871.JPG,3,Object Structure,What are the main components on the circuit board?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0871.JPG,4,Object Details,Where is the micro USB port located on the circuit board?,C,B,False,Answer: B.
VisA,VisA/pcb4/test/good/0871.JPG,5,Object Analysis,What is the purpose of this circuit board?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0892.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0892.JPG,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0892.JPG,3,Object Structure,What are the main subcomponents of the object?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0892.JPG,4,Object Details,What is the relative position of the micro-USB connector port on the circuit board?,A,C,False,Answer: C.
VisA,VisA/pcb4/test/good/0892.JPG,5,Object Analysis,What is the purpose or function of this electronic circuit board?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0900.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0900.JPG,2,Object Classification,What kind of product is in the image?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0900.JPG,3,Object Structure,What are the main subcomponents of the object?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0900.JPG,4,Object Details,What is the relative position of the micro-USB connector port on the circuit board?,B,A,False,Answer: A.
VisA,VisA/pcb4/test/good/0900.JPG,5,Object Analysis,What is the purpose or function of this electronic circuit board?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0920.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,B. No.
VisA,VisA/pcb4/test/good/0920.JPG,2,Object Classification,What kind of product is in the image?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0920.JPG,3,Object Structure,What are the main subcomponents of the object?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0920.JPG,4,Object Details,What is the relative position of the micro-USB connector port on the circuit board?,B,C,False,Answer: C.
VisA,VisA/pcb4/test/good/0920.JPG,5,Object Analysis,What is the purpose or function of this electronic circuit board?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0923.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0923.JPG,2,Object Classification,What kind of product is in the image?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0923.JPG,3,Object Structure,What are the main components on the circuit board?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0923.JPG,4,Object Details,Where is the USB port located on the circuit board?,A,C,False,Answer: C.
VisA,VisA/pcb4/test/good/0923.JPG,5,Object Analysis,What is the likely purpose or function of this circuit board?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0935.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0935.JPG,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0935.JPG,3,Object Structure,What are the main components on the circuit board?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0935.JPG,4,Object Details,Where is the USB port located on the circuit board?,A,C,False,Answer: C.
VisA,VisA/pcb4/test/good/0935.JPG,5,Object Analysis,What is the likely purpose or function of this circuit board?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0940.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,B. No.
VisA,VisA/pcb4/test/good/0940.JPG,2,Object Classification,What kind of product is in the image?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0940.JPG,3,Object Structure,What are the main subcomponents of the object?,B,C,False,Answer: C.
VisA,VisA/pcb4/test/good/0940.JPG,4,Object Details,What is the relative position of the micro-USB connector port on the circuit board?,B,C,False,Answer: C.
VisA,VisA/pcb4/test/good/0940.JPG,5,Object Analysis,What is the purpose or function of this electronic circuit board?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0952.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0952.JPG,2,Object Classification,What kind of product is in the image?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0952.JPG,3,Object Structure,What are the main subcomponents visible on the circuit board?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0952.JPG,4,Object Details,What is the relative position of the USB micro-B connector on the board?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0952.JPG,5,Object Analysis,What is the likely purpose or function of this electronic module?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0957.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,B. No.
VisA,VisA/pcb4/test/good/0957.JPG,2,Object Classification,What kind of product is in the image?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0957.JPG,3,Object Structure,What are the main subcomponents visible on the circuit board?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0957.JPG,4,Object Details,What is the relative position of the USB micro-B connector on the board?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0957.JPG,5,Object Analysis,What is the likely purpose or function of this electronic module?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0964.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0964.JPG,2,Object Classification,What kind of product is in the image?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0964.JPG,3,Object Structure,What are the main subcomponents of the object?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0964.JPG,4,Object Details,What is the relative position of the micro-USB connector port on the circuit board?,D,A,False,Answer: A.
VisA,VisA/pcb4/test/good/0964.JPG,5,Object Analysis,What is the purpose or function of this electronic circuit board?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0971.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0971.JPG,2,Object Classification,What kind of product is in the image?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0971.JPG,3,Object Structure,What are the main components on the circuit board?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0971.JPG,4,Object Details,Where is the micro USB port located on the circuit board?,B,A,False,Answer: A.
VisA,VisA/pcb4/test/good/0971.JPG,5,Object Analysis,What is the purpose of this circuit board?,A,D,False,Answer: D.
VisA,VisA/pcb4/test/good/0974.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0974.JPG,2,Object Classification,What kind of product is in the image?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0974.JPG,3,Object Structure,What are the main subcomponents visible on the circuit board?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0974.JPG,4,Object Details,What is the relative position of the USB micro-B connector on the board?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0974.JPG,5,Object Analysis,What is the likely purpose or function of this electronic module?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0977.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0977.JPG,2,Object Classification,What kind of product is in the image?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0977.JPG,3,Object Structure,What are the main subcomponents of the object?,B,C,False,Answer: C.
VisA,VisA/pcb4/test/good/0977.JPG,4,Object Details,What is the relative position of the micro-USB connector port on the circuit board?,A,D,False,Answer: D.
VisA,VisA/pcb4/test/good/0977.JPG,5,Object Analysis,What is the purpose or function of this electronic circuit board?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0990.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0990.JPG,2,Object Classification,What kind of product is in the image?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/0990.JPG,3,Object Structure,What are the main components on the circuit board?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0990.JPG,4,Object Details,Where is the USB port located on the circuit board?,A,B,False,Answer: B.
VisA,VisA/pcb4/test/good/0990.JPG,5,Object Analysis,What is the likely purpose or function of this circuit board?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/0994.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pcb4/test/good/0994.JPG,2,Object Classification,What kind of product is in the image?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0994.JPG,3,Object Structure,What are the main subcomponents of the object?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/0994.JPG,4,Object Details,What is the relative position of the micro-USB connector port on the circuit board?,B,D,False,Answer: D.
VisA,VisA/pcb4/test/good/0994.JPG,5,Object Analysis,What is the purpose or function of this electronic circuit board?,C,C,True,Answer: C.
VisA,VisA/pcb4/test/good/1001.JPG,1,Anomaly Detection,Is there any defect in the object?,B,B,True,B. No.
VisA,VisA/pcb4/test/good/1001.JPG,2,Object Classification,What kind of product is in the image?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/1001.JPG,3,Object Structure,What are the main subcomponents visible on the circuit board?,D,D,True,Answer: D.
VisA,VisA/pcb4/test/good/1001.JPG,4,Object Details,What is the relative position of the USB micro-B connector on the board?,B,B,True,Answer: B.
VisA,VisA/pcb4/test/good/1001.JPG,5,Object Analysis,What is the likely purpose or function of this electronic module?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/000.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/000.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,C,A,False,Answer: A.
VisA,VisA/pipe_fryum/test/bad/000.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,A,C,False,Answer: C.
VisA,VisA/pipe_fryum/test/bad/000.JPG,4,Defect Description,There is a defect in the object. What is the appearance of the defect?,A,D,False,Answer: D.
VisA,VisA/pipe_fryum/test/bad/000.JPG,5,Defect Analysis,There is a defect in the object. What is the likely effect of the defect?,D,A,False,Answer: A.
VisA,VisA/pipe_fryum/test/bad/001.JPG,1,Anomaly Detection,Is there any defect in the object?,A,A,True,Answer: A.
VisA,VisA/pipe_fryum/test/bad/001.JPG,2,Defect Classification,There is a defect in the object. What is the type of the defect?,B,B,True,Answer: B.
VisA,VisA/pipe_fryum/test/bad/001.JPG,3,Defect Localization,There is a defect in the object. Where is the defect?,C,C,True,Answer: C.
